Stuart Ramsay witnesses a Taliban�,Sno.,Author_ID,ID,Text,Like Count,Reply Count,Retweet Count,NewFinal,Comments
,,,,,,,,,
1495,539,3152380508,1.43E+18,"Quoting Taliban spokesman, AFP reports, ""Taliban wants peaceful transfer of power in Afghanistan in next few days"".",32,2,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1502,576,3778429406,1.43E+18,"#BREAKING: Per a #CENTCOM source, some of the CH-46F helicopters of #US State Department involved in the evacuation of #US Citizens from the US Embassy to #Kabul airport might be left in #Afghanistan. They will be probably destroyed prior departure of last American soldier. https://t.co/Bdi3960sLA",94,8,55,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1506,592,252751061,1.43E+18,"A frenzy of helicopter flights ferried passengers from the U.S. embassy in Kabul on Sunday as the Taliban entered the city.

The U.S. will completely pull out all embassy personnel within 3 days, CNN reported. More: https://t.co/v1K04mU0Ll https://t.co/KAtKMhuNL0",85,9,49,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1512,615,7587032,1.43E+18,"Sky News' chief correspondent Stuart Ramsay witnesses a Taliban procession in Kabul. He first heard shouting while filming on a hotel, before spotting the group walking with the Taliban's white flag.

Read the latest on the situation in Afghanistan: https://t.co/r8UDTKCPZs https://t.co/4PO9XlOkcO",721,104,264,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1516,635,1.05E+18,1.43E+18,"China
China preparing to recognize Taliban  as the legitimate ruler of Afghanistan if Kabul falls
Beijing publicly pressured the Taliban to continue working toward a peace agreement with President Ashraf Ghani’s govt – an outcome Beijing appears to prefer
https://t.co/UxeZtsOCJu",1,1,2,I,
1517,639,571738959,1.43E+18,"#BreakingNews:
#Taliban forces are moving towards #Panjsher. 🗡⚔️",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1522,662,17175213,1.43E+18,"""In Kandahar former soldiers who surrendered have been issued with laisser passer documents [to] show at Taliban checkpoints. There, throughout Friday night the sound of gunfire echoed..According to residents, it was mostly fired in the air in celebration""
https://t.co/YD9zUfulgW",14,2,3,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1526,696,9.69E+17,1.43E+18,"What international media house will never air.
A Taliban soldiers embrace a police officer Manning the check point.
No bloodshed.
No fight
No revenge.
Peaceful and Smooth handing over of the Afghanistan government back to its owner, Taliban https://t.co/z7KzsOHGm3",10,2,1,I,
,,,,,,,,,
,,,,,,,,,
1529,704,2974770892,1.43E+18,"Taliban enter Kabul, await ‘peaceful transfer’ of power https://t.co/wDZUx4s9T0 via @nypost",0,1,0,I,
,,,,,,,,,
1531,718,1.14E+18,1.43E+18,Taliban to head the next session of the UN Human Rights Council,3,1,0,I,Sarcasm
,,,,,,,,,
,,,,,,,,,
1534,732,428333,1.43E+18,"The US plans to completely pull all personnel from its embassy in Kabul over the next 72 hours as Taliban forces close in on Afghanistan's capital
https://t.co/6HjZUQe1ip",1947,408,529,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1544,831,1.08E+18,1.43E+18,Taliban militants on the streets of Kabul this night. https://t.co/cklCAxm1gX,56,2,30,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1550,854,1712296868,1.42E+18,"The Modi govt has rightly ignored the calls for ‘talks’ with the #Taliban: G Parthasarathy writes, the Taliban are and will remain, tools of the ISI. While contacts can be maintained with the leaders there is no need to formally invite them to New Delhi. 
https://t.co/SFsHDBXE9K",6,1,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1554,864,126733638,1.42E+18,All Americans ordered to leave Afghanistan https://t.co/K35tb593gF,7,1,2,I,
,,,,,,,,,
,,,,,,,,,
1557,871,157997359,1.42E+18,The Government is advising all UK nationals in Afghanistan to leave the country because of the “worsening security situation”. https://t.co/ps8lfBYYtX,3,1,2,I,
,,,,,,,,,
,,,,,,,,,
1560,875,15644156,1.42E+18,MOD of Afghanistan says US B52 planes bombed Taliban in Shabarghan this evening that resulted heavy casualties in the Taliban ranks. https://t.co/uBOuIzchSr,3,3,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1564,886,15644021,1.42E+18,"HRW obtained a list of 44 men from Spin Boldak whom the Taliban have allegedly killed since July 16. Police commander Waheedullah had obtained a “forgiveness” letter from the Taliban, but Taliban fighters took him from his house and executed him on Aug 2. https://t.co/NPkF4oAV0a",386,28,175,I,
,,,,,,,,,
,,,,,,,,,
1567,902,1.32E+18,1.42E+18,"#Breakingnews:
A #Kabul administration helicopter was shot down by the #Taliban in Sheberghan city, the capital of Jawzjan province. https://t.co/ZbsYhtLZHp",58,7,10,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1572,919,9.58E+17,1.42E+18,"Public Uprising Forces in Herat province...
People across Afghanistan have taken up arms and are fighting against the Taliban. https://t.co/F8bRiejWzC",281,14,52,I,
,,,,,,,,,
,,,,,,,,,
1575,922,8.12E+17,1.42E+18,"Ghani addresses Afghan parliament, asserts 'We stand forcefully against Taliban aggression' https://t.co/vTM2lmKPdI",65,2,6,I,
1576,923,481506036,1.42E+18,"The Ministry of Agriculture, Irrigation and Livestock says a 20,000-metric ""transportable"" metal silo will be built to store wheat in #Herat province through the Ministry of Agriculture's Emergency Agriculture and Food Supply Project (#EATS).
#Afghanistan https://t.co/VklO36NcqB",9,1,0,I,
1577,928,973637226,1.42E+18,Afghanistan: Street fighting rages as Taliban attack key city https://t.co/CxQHRgEcRl #BBC #Afghanistan,6,1,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1583,940,366629301,1.42E+18,The U.S. is expanding its refugee program to include at-risk Afghans who are being hunted by the Taliban as violence escalates in the region. https://t.co/Fhz80m9bOB,43,6,9,I,
,,,,,,,,,
1585,945,8.12E+17,1.42E+18,UK considering sheltering Afghanistan journalists who worked with British media: Raab https://t.co/VNevms0QJo,38,1,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1591,974,30533385,1.42E+18,"General Sami Sadat, commander of the 4th Maiwand Corps, says the Pakistani mercenary militia has suffered a historic defeat in Helmand.
 He said in a voice message that out of the 5 red units of the Taliban in Helmand, 4 of them have been destroyed and only 3 units remain !!! https://t.co/Gq1kPoWycZ",8,3,1,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1602,1002,1.33E+18,1.43E+18,"A United Nations Aircraft (#UN) heading towards Afghanistan from Nuremberg, Germany !! 
@Kaala_Nag @W0lverineupdate @Lone_wolf110 @TheWolfpackIN https://t.co/cAEhiZbYpx",10,5,1,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1606,1011,295693924,1.43E+18,"As Taliban makes rapid advances across Afghanistan, India urges its nationals to leave; asks to register on https://t.co/KIf1TQ2eCO inside

#Afghanistan #Taliban 

https://t.co/TQ6reRBF5j",1,2,0,I,
,,,,,,,,,
,,,,,,,,,
1609,1021,17745925,1.43E+18,"- @LongWarJournal's time lapse map of Taliban's gains in Afghanistan by district, from April 13 (the day before President Biden announced the withdrawal), and Aug. 10. Taliban has tripled districts it controls, and has taken control of 8 provincial capitals. https://t.co/A76NtwQbau",454,29,295,I,
1610,1030,99458922,1.43E+18,"Taliban control 65pc of Afghanistan, EU official says, after series of sudden gains https://t.co/T8ZJWOVCVH https://t.co/PC27whropK",884,3,31,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1624,1087,444892441,1.43E+18,"The US is moving troops into #Afghanistan to help evacuate some personnel from the embassy in Kabul. Asked what kind of signal it sends, US State Department spox says: ""This is not abandonment. This is not an evacuation. This is a reduction of US footprint in Afghanistan."" https://t.co/6ADNjD8jKl",17,7,13,I,
1625,1089,1.22E+18,1.43E+18,"With security in Afghanistan deteriorating rapidly, U.S. troops were dispatched Thursday to evacuate personnel from the embassy in Kabul, according to a U.S. official.

https://t.co/Mec3qHfPjt https://t.co/vVh1M7fQXz",18,2,11,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1633,1121,1.02E+18,1.43E+18,Only 1.36% of the total number of people we intend to remove from Afghanistan has been evacuated! We’ll never reach the end of August deadline as the Taliban has Kabul surrounded and border crossings controlled.,0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1644,1156,112954185,1.43E+18,Biden sending troops back to Afghanistan to evacuate Kabul embassy https://t.co/tpcaPzrbsJ via @politico,0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1650,1196,7.12E+17,1.43E+18,"The Taliban have claimed the 14th provincial capital in #Afghanistan in its violent push for power. The terrorist group has now captured Lashkar Gah, the capital of Helmand province.

@SaroyaHem talks to @AnasMallick for the ground report from Kabul https://t.co/wdacT58C42",30,1,4,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1659,1232,2467791,1.43E+18,Jonathan Capehart sits down with Washington Post correspondents and columnists to discuss the progress being made on the infrastructure bill and the crisis unfolding in Afghanistan.  https://t.co/0duUCwKXsV,32,6,14,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1665,1249,8.64E+17,1.43E+18,"Pentagon sending troops to evacuate embassy personnel in Afghanistan 

...seems like an incredible lack of foresight by the Central Planners at the Politburo...

https://t.co/J1V71tneO9 via @MailOnline",4,2,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1682,1390,352526610,1.42E+18,Afghanistan: Street fighting rages as Taliban attack key city https://t.co/nvQXA3EKBI,0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1686,1397,3638215945,1.42E+18,"#BREAKING | According to #UnitedNations, at least 40 civilians have been killed and more than 100 wounded in the last 24 hours of fighting between #Afghan govt forces and #Taliban in the besieged southern city of #Lashkargah. https://t.co/S2A1GoD7PZ",3,2,3,I,
,,,,,,,,,
1688,1405,21212604,1.42E+18,"NEW: A group of resettled Afghan interpreters gathered in downtown Ottawa on Tuesday to bring attention to the need for immediate government intervention to help their families and former colleagues who remain under threat from the Taliban.  #ottnews 
https://t.co/Y9tNxDUXAT",11,3,3,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1699,1488,1.40E+18,1.43E+18,"Yar Mohammad dostum, son of tyrant uzbek warlord and war criminal rashid dostum caught alive by taliban. 
#Taliban 
#KunduzAirport 
#WeStandWithTaliban 
#Helmand 
#AfghanLeaks #Kabul #Lashkargah https://t.co/28q4WwegHp",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1706,53,7.46E+17,1.39E+18,"So much for a formal handover: 

""American forces left the base without coordinating with Afghan forces...The move left Afghan officials uncertain whether the U.S. left Tues night or Wed morning. 

https://t.co/k4kcsplpVY",7,1,4,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1710,50,1733233393,1.41E+18,"2 of 3
Now, the US is leaving 650 Military  personnel to secure &amp; defend a Embassy and an airport while these Taliban Fighters build Terrorist training camps and vow new attacks on the West, will be doing exactly what to our American troops left behind??",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1717,72,250596672,1.42E+18,"A Pulitzer winning journalist was killed yesterday. He died in crossfire between Taliban and Afghan Special Forces. 
Colleagues who knew him talk about how he chose photojournalism over reporting. He was brave and put himself in extreme danger in reporting from
#DanishSiddique https://t.co/CfC2Com0Ji",1,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1721,217,1.41E+18,1.42E+18,"Reliable sources say that, in side areas of #Qandahar, #Taliban have seized #Shia #Imambargah, threatened and stopped people from entering, threw away #SajdaGah and pledged to make it Sunni Masjid. It seems that bad days are on the way for Shias in Afghanistan. #Kandahar https://t.co/HhjkTtFiYc",1,3,0,I,
,,,,,,,,,
1723,611,110200344,1.42E+18,"I am getting reports that #Baloch separatist Leader #DrAllahNazar has been killed in intra-fcational fighting in Kandhar.

If true, It will be a serious blow 2 his group-BLF.

#Afghanistan's current situation effects peace &amp; security of Balochistan/Pakistan.",72,5,13,I,
,,,,,,,,,
1725,635,1.26E+18,1.42E+18,"Protest by PTM in South Waziristan July 27 

Tomorrow is the call for peace for Afghanistan in South Waziristan and the day for the ripening of Afghanistan's secretary on this land. I want you to participate.
#PTMMakinMarch4AfghanPeace 
#EndPakProxyWarInAfg
#SanctionPakistan",0,1,1,I,
,,,,,,,,,
1727,682,1.31E+18,1.41E+18,The Taliban claims it controls 85% of Afghanistan.. That's serious! I look forward to our Syrian brothers making the same announcement soon here in Syria.,10,4,1,I,
1728,733,44425241,1.42E+18,"Terrible Terrible news. Our dearest Danish Siddiqui, Reuters Chief photojournalist, was killed in clashes in Spin Boldak district in Kandahar, Afghanistan. He was embedded with Afghan forces which came under attack by Taliban. Remember reporting with him on many assignments. RIP https://t.co/htFvIT8MiG",8364,436,1725,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1732,453,19132398,1.43E+18,"The price:

US troops killed in Afghanistan: 2,448
Contractors: 3,846
Afghan military &amp; police: 66,000
Allied troops: 1,144
Afghan civilians: 47,245
Taliban &amp; other opposition fighters: 51,191
Aid workers: 444
Journalists: 72
Spending: $2 trillion ($273 million/ day for 20 years)",2885,111,852,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1736,832,1028003413,1.43E+18,"#Afghanistan President, #AshrafGhani has reportedly fled from the country as #Taliban takes over the President House. He has escaped, leaving all his people to suffer alone.",11,1,0,I,
1737,982,191849753,1.42E+18,"Taliban have taken 5 #Afghanistan 🇦🇫 provincial capital cities in recent days &amp; continue campaign of assassination of govt officials &amp; airforce pilots. UN Security Council has been urged to act. Afghanistan Govt &amp; people need support right now. @UNDPPA 

https://t.co/kgKX2EiRut",1108,597,372,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1744,1504,1.19E+18,1.42E+18,"Afghanistan Army , made an innocent civilian sit on a bomb then preceded to detonate it while chanting Allah Hu Akbar.
#Afghanistan #afg https://t.co/142MR2QVBd",0,1,0,I,
,,,,,,,,,
1746,125,251008339,1.40E+18,". @PentagonPresSec Kirby says policy to freeze aid to Pak remains unchanged. 

On bases in Pak after troop withdrawal from Afghanistan - 
Don't have any info on the potential for overseas basing. Diplomatic discussions are ongoing.

No update on #COVID19 assistance to India https://t.co/iFPlYXIBmf",8,1,4,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1762,11,14529929,1.39E+18,Cindy McCain on Afghanistan withdrawal: 'The whole effort will be for nothing unless we do it correctly' - CNNPolitics https://t.co/gqm8Ia3lfw,306,139,33,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1779,165,34713362,1.39E+18,Senator Mitch McConnell said Thursday that President Biden’s decision to withdraw U.S. forces from Afghanistan will likely lead to the Taliban’s return to power https://t.co/jrOrtxvcxd,21,17,9,N,
,,,,,,,,,
1781,184,41814169,1.39E+18,"What will Afghanistan's future look like after the US withdraws? And how much should we worry about rising tensions over Taiwan?

My conversation w/ fmr US Defense Secretary Robert Gates, from today's GPS: https://t.co/wO579pbAeo",93,9,30,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1786,239,403780910,1.40E+18,"Some thoughts on the Taliban's recent statement warning against US basing arrangements in countries neighboring Afghanistan. It's quite striking, for a number of reasons. https://t.co/jORd6QSUgU",58,19,6,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1795,276,1.02E+18,1.40E+18,I think @aoc should actually go to Afghanistan and visit the troops. Go out to the small outpost. Maybe join a supply convoy. https://t.co/v3T1cSHdz4,19,1,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1806,326,705497718,1.39E+18,"Despite the diplomats who say the Afg government &amp; its security forces will be able to stand on their own, it signals that Western intelligence agencies are preparing for the possible/even likely collapse of the central government &amp; a return to civil war.

https://t.co/K03j24qDry",9,2,2,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1825,13,1.32E+18,1.41E+18,"Prime Minister Imran Khan, while attending a conference titled 40 years of Afghan Refugees Presence in Pakistan. Pakistan only wants peace in Afghanistan..
#PakHoldsAfghanPeace https://t.co/oEDCRrIwhT",4,1,15,N,
,,,,,,,,,
,,,,,,,,,
1828,20,35459949,1.41E+18,"""Absolutely not"" is great. 

But it seems that a key determinant of every seemingly awkward statement that PM Khan &amp; this government take on Afghanistan is whether it will please or anger the Taliban. 

Is this a tenable prism for the country's security?

https://t.co/gbGWOYc27d",59,17,17,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1836,67,2326532184,1.41E+18,"There is no direct threat to Russia from the Taliban activities in Afghanistan, Russian Ambassador to Afghanistan Dmitry Zhirnov said on Monday, Russia's TASS news agency reported.

#ArianaNews #Afghanistan #Russia #Taliban https://t.co/nNcenvEOSy",8,2,1,N,
1837,69,2279055192,1.41E+18,"""Beijing seems willing to let fate take its course and watch the #Taliban come to power"" https://t.co/aLH1tiTymn via @scmpnews",11,1,8,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1844,112,1.32E+18,1.41E+18,"The #Taliban is an invincible #force.
A Taliban youth towards his enemy.
#TalibanOurGuardinas 
part_1 https://t.co/KunTjtc080",41,3,8,N,
1845,121,1.24E+18,1.41E+18,"The Taliban are coming back with a new force, a new spirit and a new intention
#TalibanOurEnemy https://t.co/ZDQeX9oNaR",9,1,6,N,
,,,,,,,,,
,,,,,,,,,
1848,162,173981442,1.40E+18,"""Graffiti by Taliban fighters remains on the walls of a compound used as a command centre for US marines at Musa Qala in southern Afghanistan’s Helmand province."" [Finbarr O’Reilly / Reuters] https://t.co/jXvwl1fDb4",12,1,5,N,
,,,,,,,,,
1850,168,48518723,1.41E+18,"Who will fill the Afghanistan vacuum? Turkey, China, Iran, Pakistan, India, Russia or a mixture of some?
By @WajSKhan and @JackStoneTruitt 

Discussion now on @PoliticsNMedia @geoffbrowning2  

Asian powers plot to fill US vacuum in Afghanistan https://t.co/FQkcWFBcsU",4,1,3,N,It is a kind of opinion or question. How should we classify them?
1851,170,4900319414,1.41E+18,"Afghanistan is on a dangerous precipice and the peace process may well crumble and lead to civil war. Had an interesting conversation with Naheed Farid, Member of Parliament, Afghanistan. https://t.co/gB1ibgZdeP",38,2,5,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1857,192,254174364,1.40E+18,“Biden reinforces Trump's foreign policy betrayals” (my latest in @dcexaminer): https://t.co/6t7sfzyFsv @aeifdp #Afghanistan #Rojava #aanes #TwitterKurds,18,4,8,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1865,269,3018960919,1.40E+18,"House Speaker Nancy Pelosi is walking back her apparent rebuke of progressive Democrat and “Squad” member Rep. Ilhan Omar, who she criticized last week for comparing the United States and Israel to terrorist groups Hamas and the Taliban.

https://t.co/tUJyQLUqYX",11,4,10,N,
,,,,,,,,,
1867,296,2326532184,1.40E+18,"#Pakistan seeks Afghan settlement before foreign troop pullout: Khan 

#ArianaNews #Afghanistan #AfghanPeaceProcess #ImranKhan 

https://t.co/0Z1W9wl3TO https://t.co/ZNiqRTK3pY",5,2,1,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1872,329,66018693,1.41E+18,"With Taliban gaining ground in #Afghanistan &amp; the progress of a peace deal getting slower, a civil war looks imminent once US leaves. A turmoil in the neighborhood would affect Pakistan adversely specially the erstwhile FATA where the merger is yet to attain proper footing.",31,3,0,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1884,404,398222025,1.41E+18,"This is demonstrably false. Our paltry presence had effectively stabilized the conflict as of 2019 (before the negotiations began progressing in earnest). 

As late as last year, the Taliban were still petrified of conducting anything but the smallest attacks against 1/2 https://t.co/wNhVwU47D4",0,1,0,N,
,,,,,,,,,
1886,406,2784836836,1.41E+18,Afghan government could collapse six months after the US withdrawl: new intelligence report #Afghanistan https://t.co/n3tRN1iCbY,17,7,1,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1890,2,469182585,1.42E+18,"|flag for Afghanistan|@Raksha_Kumar speaks to some of the young journalists in Afghanistan who are refusing to give up despite the extreme pressures on journalists in their country.
https://t.co/sTw97OmFk1",5,1,5,N,
,,,,,,,,,
,,,,,,,,,
1893,15,1.40E+18,1.42E+18,Justice in few hours by taliban https://t.co/XBG713pf8w,236,32,28,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1903,58,1.12E+18,1.42E+18,"A brief analysis on the prevailing situation in Afghanistan to BBC urdu. Watch from 6:13
#Taliban #AfghanPeaceProcess #AfghanTaliban #Turkey #StopAfghanBloodshed 
https://t.co/AV3JREnnMK",13,1,4,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1908,93,163742316,1.41E+18,Like #Libya and #Iraq  #Afghanistan is also edging towards a new civil war https://t.co/GUjcvvTgZs via @scroll_in,0,1,0,N,
1909,106,96816398,1.41E+18,NEWS POLL: Is Afghanistan in a better place now than when military operations began in that country 20 years ago? VOTE HERE: https://t.co/3ocfWsYau7 https://t.co/RnUCD8sZEf,0,3,0,N,
,,,,,,,,,
1911,140,456450024,1.42E+18,An Important lesson from Afghanistan is the limitation of airpower and the importance of having ground institutions and systems.,25,4,9,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1916,174,8.42E+17,1.42E+18,"This is really good, comprehensive reporting by @alibomaye  from Herat that contextualizes what has been happening across the province, the fighting encroaching on the city, and how it is impacting Afghans.
https://t.co/vQwhLXt41w",34,1,17,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1921,192,367358174,1.42E+18,"Afghans say, rather than 
“We are committed to peace”
“We need to talk again”
Doha conference results should have been:
1- Halt to Military offensives
2- End to destruction 
3- Ceasefire
4- Set date for next talks

As Foreign missions call-

https://t.co/gwqGZleusw

#Afghanistan",9,2,2,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1940,279,14345812,1.41E+18,"Whenever bad things happen in foreign and military policy, conservatives will inevitably find liberals to blame; this will be no less true of Afghanistan than prior conflicts, @paulwaldman1 writes https://t.co/6FXu0CqteE",7,2,3,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1944,290,77853610,1.42E+18,"New @PopularFrontCO podcast episode out now: We speak to @LNajafizada of @TOLOnews about the Taliban's rapid military advance across #Afghanistan and the resistance likely to stem from it. 

&gt; https://t.co/izqjBnM7yi

&gt; https://t.co/sCu3vusj9B https://t.co/oVujc4h6Nz",52,3,11,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1948,306,168531961,1.41E+18,"In 2019, one poll found that only one-third of Americans backed “a rapid and orderly withdrawal of all troops from Afghanistan.” Last fall,  just 34 percent supported troop withdrawals buttressed by an agreement with the Taliban (which doesn't exist). https://t.co/5H4Z5ITKgG",15,1,3,N,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1958,325,2478267313,1.41E+18,"As the Taliban gain ground, how long can the U.S. Embassy in #Kabul stand?

An embassy “Emergency Action Plan” warns of scenarios likely to arise as #Afghanistan's security deteriorates. | @politico @nahaltoosi @laraseligman
https://t.co/DDh0w8ekLv",4,1,2,N,
,,,,,,,,,
1960,334,1.42E+18,1.42E+18,"China weighs risk and reward in a Taliban-led Afghanistan.

The withdrawal of US troops from Afghanistan and seemingly unstoppable march of the Taliban opens a strategic door to China that is laden with both risk and opportunity

https://t.co/F9vO7B9g13 https://t.co/erxas7iwMs",0,1,0,I,
1961,335,18795033,1.42E+18,@arianadelawari we need one of our eating our feelings over Afghanistan seeshs ASAP.,1,1,0,N,
,,,,,,,,,
,,,,,,,,,
1964,344,1.33E+18,1.42E+18,"China

“US failed to achieve peace and we support the independence of Afghanistan as a country that pursues a moderate Islamic policy”",7,1,0,N,
,,,,,,,,,
1966,349,9.32E+17,1.42E+18,"“We should reach a solution about political roadmap and then go for ceasefire,” Taliban spokesperson @SuhailShaheen1 told Arab News when asked about Taliban's conditions for a ceasefire. || #Afghanistan #AfghanPeaceProcess
–
Read #exclusive by @AtyaniBaker https://t.co/pbGH4ysZjF",25,2,6,N,
